OBJECTID,SurveyType,SpeciesName,Stage,Activity,AirTempF,Number of Individuals,SiteSubClass,Alive_Dead,Lon,Lat
531,Active,Bullfrog,Adult,Thermoregulating,71,1,Little River,Unknown,-75.16117944,44.58117549
532,,Green Frog,Adult,"Basking, moving, etc.",70,1,XC Trail,Alive,-75.16136225,44.58112399
533,Active,American Toad,Adult,"Basking, moving, etc.",69,1,Nature Trail,Alive,-75.15937859,44.58290271
534,Active,Northern Spring Peeper,Adult,Calling,67,1,Facilities,Alive,-75.15717474,44.58633673
535,Auditory,Northern Spring Peeper,Adult,Calling,67,1,Facilities,Alive,-75.15672287,44.5882064
536,Active,Northern Leopard Frog,Adult,Moving,69,1,Nature Trail,Alive,-75.15859078,44.58424629
537,Auditory,Northern Spring Peeper,Adult,"Basking, moving, etc.",55,1,Golf Course,Alive,-75.15772099,44.59167802
538,Auditory,Northern Spring Peeper,Adult,Calling,55,1,Saddlemire Trail,Alive,-75.14493892,44.59197511
539,Active,Unidentified Species,Unkown,,72,1,Saddlemire Trail,Dead,-75.14260665,44.59118093
540,Incidental,Unidentified Species,Unkown,"Basking, moving",69,2,Johnson,Alive,-75.16144406,44.58746854
541,Incidental,Unidentified Species,Adult,climbing a tree,70,1,Johnson,Alive,-75.16102895,44.5874036
542,Incidental,Unidentified Species,Adult,climbing a tree,70,1,Grass,Alive,-75.15927229,44.58722092
543,Active,Unidentified Species,Unkown,flying,69,1,Facility pond,Alive,-75.15914809,44.58627068
544,Active,Unidentified Species,Unkown,Jumping,70,1,Little River,Alive,-75.15840091,44.58393234
545,Incidental,Unidentified Species,Metamorph,jumping,69,1,Lacrosse Field,Alive ,-75.15925371,44.58722029
546,Active,Unidentified Species,Jevenile,"Basking, moving, etc.",69,1,Facilities Pond,Alive,-75.15879999,44.58627379
547,Active,Green Frog,Jevenile,Moving ,70,2,,Alive,-75.15838163,44.58363528
548,Active,Pickeral Frog,Jevenile,"Basking, moving, etc.",70,2,Facility pond,Alive,-75.15795819,44.586189
549,Active,Northern Leopard Frog,Jevenile,Jumping ,70,3,Behind Facilities ,Alive,-75.15576339,44.58733301
550,Active,Unidentified Species,Unkown,flying,70,3,Brown,Alive,-75.16043002,44.58847961
551,Incidental,Unidentified Species,Unkown,in a tree,70,1,Lacrosse Field,Alive,-75.16041567,44.58708882
552,Incidental,Unidentified Species,Adult,in a tree,70,1,By parking lot,Alive,-75.1603846,44.58705601
553,Active,Northern Leopard Frog,Jevenile,Jumping,70,1,Behind Facilities,Alive,-75.15564211,44.58716076
554,Active,Unidentified Species,Metamorph,Jumping,64,1,XC Trail,Alive,-75.16038375,44.5822542
555,Active,Wood Frog,Metamorph,"Basking, moving, etc.",64,1,,alive,-75.16050219,44.58216565
556,Active,American Toad,Metamorph,jumping,64,1,XC Trail,Alive,-75.16053085,44.58194231
557,Active,American Toad,Adult,thermoregulating,64,1,XC Trail,Alive,-75.16055415,44.58219909
558,Active,American Toad,Adult,jumpinf,64,1,,alive,-75.15993255,44.58280561
559,Other,Northern Leopard Frog,Jevenile,moving,60,1,Kip Trail,alive,-75.1530127,44.58256073
560,Other,Northern Leopard Frog,Unkown,"Basking, moving, etc.",62,1,Kip Trail,alive,-75.15308009,44.58253634
561,Other,Northern Leopard Frog,Unkown,thermoregating,62,1,Kip Trail,Alive,-75.15741216,44.57769438
562,Other,Pickeral Frog,Adult,thermoregulating,62,1,Kip Trail,Alive,-75.15287348,44.58265197
563,Other,Unidentified Species,Unkown,Moving,62,2,Kip Trail,Alive,-75.15284901,44.58262799
564,Other,Green Frog,Jevenile,swimming ,62,6,Kip Trail,Alive,-75.15157102,44.58306176
565,Other,Unidentified Species,Unkown,thermoregulating ,62,1,Kip Trail,Alive,-75.15109434,44.58319017
566,Other,Pickeral Frog,Adult,thermoregulating ,62,1,Kip Trail,Alive,-75.15096685,44.58329452
567,Other,Northern Leopard Frog,Unkown,thermoregulating ,62,1,Kip Trail,Alive,-75.15085705,44.58325735
568,Other,Pickeral Frog,Jevenile,thermoregulating,65,4,Kip Trail,Alive,-75.15086744,44.58328216
569,Other,Green Frog,Adult,"Basking, moving, etc.",59,3,Nature Trail,Alive,-75.1583689,44.58407326
570,Other,Unidentified Species,Adult,dead,59,1,Open Field,Dead,-75.16384283,44.5825753
571,Other,Unidentified Species,Adult,very dead,59,1,XC Trail,Dead,-75.15935996,44.58385198
572,Active,Unidentified Species,Jevenile,Jumping ,65,1,Kip Trail,Alive,-75.15514576,44.5834781
573,Active,Northern Leopard Frog,Adult,jumping ,65,1,Kip Trail,Alive,-75.15451117,44.58354771
574,Active,Unidentified Species,Adult,Thermoregulating,65,1,Kip Trail,Alive ,-75.15462865,44.58347464
575,Active,Northern Leopard Frog,Adult,jumping,67,6,Kip Trail,Alive ,-75.15443771,44.58344731
576,Active,Northern Leopard Frog,Adult,Thermoregulating,0,1,Lacrosse Field,Alive,-75.16061962,44.5850691
577,Incidental,American Toad,Adult,foraging (worms),65,1,Cement Walkway,Alive,-75.16123588,44.58838042
578,Active,Pickeral Frog,Adult,"Basking, moving, etc.",64,1,Golf Course,Alive,-75.15757565,44.5923827
579,Active,Northern Leopard Frog,Adult,jumping,64,1,,alive,-75.16041912,44.58515442
580,Active,American Toad,Jevenile,Sitting,65,1,Saddlemire Trail,Alive,-75.15676972,44.59246399
581,Other,Northern Leopard Frog,Adult,thermoregulating ,65,1,Town Houses,Alive,-75.15617426,44.58846676
582,Active,Green Frog,Adult,tr,64,1,Golf Course,Alive,-75.15521146,44.59196511
583,Active,Green Frog,Adult,tr,64,1,Golf Course,Alive,-75.15508819,44.59188632
584,Active,American Toad,Adult,thermo regulating/eating bugs,66,1,Other,Alive,-75.15867481,44.59142932
585,Other,Northern Leopard Frog,Adult,Thermoregulating  ,65,1,Town Houses,Alive ,-75.15598248,44.58858564
586,Active,Bullfrog,Adult,Sitting,65,1,Avenue of the Elms,Alive,-75.1555924,44.59278749
587,Active,Green Frog,Jevenile,"Basking, moving, etc.",64,2,Golf Course,Alive,-75.15504714,44.59186767
588,Active,Gray Treefrog,Unkown,Sitting,65,1,Avenue of the Elms,Alive,-75.15547028,44.59270597
589,Active,American Toad,Metamorph,thermoregulating,64,1,,alive,-75.16124357,44.58461136
590,Other,Northern Leopard Frog,Adult,thermoregulating,65,1,Town Houses,Alive ,-75.15607754,44.58875328
591,Active,Green Frog,Jevenile,Thermoregulating,64,1,Golf Course,Alive,-75.15489956,44.5916878
592,Active,Northern Leopard Frog,Adult,Sitting,65,1,Avenue of the Elms,Alive,-75.15474164,44.59283807
593,Other,Northern Leopard Frog,Adult,thermoregulating ,65,1,Town Houses,Alive,-75.15614817,44.58892026
594,Other,Northern Leopard Frog,Adult,thermoregulating ,65,1,Town Houses,Alive,-75.15617722,44.58896157
595,Active,Unidentified Species,Unkown,"Basking, moving, etc.",64,10,Golf Course,Alive,-75.15490276,44.59167562
596,Other,Northern Leopard Frog,Adult,thermoregulating,65,1,Town Houses,Alive,-75.15618641,44.58896503
597,Active,Northern Leopard Frog,Adult,thermoregulating,64,1,,alive,-75.16130106,44.58323602
598,Other,Northern Leopard Frog,Adult,thermoregulating,65,1,Town Houses,Alive,-75.1568008,44.58962092
599,Active,American Toad,Jevenile,Jumping,0,,Avenue of the Elms,Alive,-75.15243737,44.59307549
600,Active,Northern Leopard Frog,Adult,jumpinf,64,1,,alive ,-75.16053865,44.58339599
601,Active,Wood Frog,Unkown,Thermoregulating,64,2,Golf Course,Alive,-75.15387713,44.59144186
602,Other,Northern Leopard Frog,Adult,Thermoregulating  ,65,1,Town Houses,Alive,-75.1575994,44.58961163
603,Active,Northern Leopard Frog,Unkown,"Basking, moving, etc.",64,1,Golf Course,Alive,-75.15352903,44.59087516
604,Active,Pickeral Frog,Unkown,Thermoregulating,64,1,Golf Course,Alive,-75.15354169,44.59086879
605,Active,Green Frog,Adult,movinf,64,1,,alive,-75.15951765,44.58382384
606,Active,Northern Leopard Frog,Unkown,Thermoregulating,64,1,Golf Course,Alive,-75.1535214,44.59079704
607,Active,Unidentified Species,Adult,jumping,65,2,,Unknown,-75.15902027,44.58401629
608,Active,Northern Leopard Frog,Adult,Thermoregulating,64,1,Golf Course,Alive,-75.15368233,44.59082294
609,Active,Unidentified Species,Adult,Thermoregulating,64,1,Golf Course,Alive,-75.15382583,44.59073941
610,Active,Gray Treefrog,Jevenile,Climbing,65,1,Avenue of the Elms,Alive,-75.15510097,44.59275937
611,Active,Green Frog,Adult,Thermoregulating,64,3,Golf Course,Alive,-75.15400772,44.59076586
612,Active,Wood Frog,Jevenile,moving,64,1,,alive ,-75.15915656,44.58483155
613,Active,American Toad,Unkown,Sitting,65,1,Avenue of the Elms,Alive,-75.15669747,44.59256151
614,Active,Northern Leopard Frog,Unkown,Thermoregulating,64,1,Golf Course,Alive,-75.15470828,44.59071498
615,Active,Green Frog,Adult,Thermoregulating,64,1,Golf Course,Alive,-75.1548646,44.59058774
616,Active,Wood Frog,Jevenile,"Basking, moving, etc.",64,2,Golf Course,Alive,-75.1549703,44.59043695
617,Active,Pickeral Frog,Adult,Thermoregulating,64,2,Golf Course,Alive,-75.15556223,44.59002615
618,,Green Frog,Jevenile,jumping,69,1,,alive ,-75.15922507,44.59248639
619,Active,Green Frog,Adult,swimming,69,4,,alive,-75.15491942,44.59156985
620,Active,Northern Leopard Frog,Jevenile,"Basking, moving, etc.",69,1,Golf Course,alive,-75.15245405,44.5911637
621,Active,Green Frog,Adult,swimmig,69,1,Golf Course,alive ,-75.1528532,44.59091459
622,Active,Green Frog,Adult,"Basking, moving, etc.",69,1,Golf Course,alive ,-75.15165802,44.59169596
623,Active,Green Frog,Adult,swimming ,69,1,Golf Course,Alive,-75.15143573,44.59177692
624,Active,Pickeral Frog,Adult,"Basking, moving, etc.",60,4,Behind Facilities,Alive,-75.15897919,44.58615988
625,Active,Unidentified Species,Unkown,"Basking, moving, etc.",60,1,Behind Facilities,Alive,-75.1580799,44.58638849
626,Active,Bullfrog,Unkown,moving ,68,1,Kip Trail,Alive,-75.15359952,44.58297957
627,Active,Green Frog,Metamorph,swimming ,68,3,Kip Trail,Alive,-75.15363514,44.58295195
628,Active,Green Frog,Jevenile,swimming ,68,1,Kip Trail,Alive,-75.15370538,44.58305782
629,Active,Unidentified Species,Tadpole,Swimming,68,1,Kip Trail,Alive,-75.15372458,44.58310585
630,Active,Bullfrog,Metamorph,swimming,68,3,Kip Trail,Alive,-75.15372081,44.58293498
631,Active,Bullfrog,Adult,siting ,68,1,Kip Trail,Unknown,-75.1537074,44.58280401
632,Active,Green Frog,Adult,Thermoregulating,68,3,Kip Trail,Alive,-75.15171569,44.58313485
633,Active,Wood Frog,Adult,Jumping,71,2,XC Trail,Unknown,-75.16033807,44.58212064
634,Active,Wood Frog,Adult,"Basking, moving, etc.",71,1,XC Trail,Unknown,-75.16148379,44.58119762
635,Active,Green Frog,Adult,In the river,0,1,Little River,Unknown,-75.16173265,44.58110823
636,Active,Northern Leopard Frog,Jevenile,hopping off trail,62,1,Kip Trail,Alive,-75.15066647,44.5834529
637,Active,Northern Leopard Frog,Adult,"Basking, moving, etc.",62,1,Kip Trail,Alive,-75.15024403,44.58375593
638,Active,Wood Frog,Jevenile,Moving,62,1,Kip Trail,Alive,-75.14980574,44.58397702
639,Other,Green Frog,Jevenile,sitting thermorgulating,57,3,Golf Course,Alive ,-75.15509737,44.59169792
640,Other,Northern Spring Peeper,Adult,"Basking, moving, etc.",57,1,Golf Course,Alive,-75.15509829,44.59153389
641,Other,Green Frog,Jevenile,thermoregulating ,57,1,Golf Course,Alive ,-75.15502243,44.5915952
642,Other,Green Frog,Adult,in the water ,57,1,Golf Course,Alive,-75.15510298,44.5915745
643,Other,Green Frog,Jevenile,hopping ,57,1,Golf Course,Alive,-75.15508882,44.59155061
644,Other,Green Frog,Jevenile,thermoregulating,56,1,Golf Course,alive,-75.15508588,44.59154818
645,Other,Green Frog,Jevenile,thermoregulating,57,1,Golf Course,Alive,-75.15509753,44.59152593
646,Other,Green Frog,Adult,in the water ,57,1,Golf Course,Alive ,-75.15509753,44.59152593
647,Incidental,Northern Leopard Frog,Jevenile,thermoregulating and hopping ,68,30,Kip Trail,Alive ,-75.15407079,44.58301599
648,Active,Green Frog,Jevenile,sitting in or by the water,69,5,River,Alive,-75.15831073,44.58426163
649,Active,Bullfrog,Jevenile,Sitting in water,69,3,River,Alive,-75.15833069,44.58398729
650,Active,Green Frog,Unkown,sitting ,69,10,River,Alive,-75.15847191,44.58393299
651,Other,American Toad,Adult,TR,64,1,Other,Alive,-75.16726946,44.58806435
652,Other,Wood Frog,Metamorph,TR,64,1,XC Trail,Unknown,-75.16081324,44.5819848
653,Other,Wood Frog,Metamorph,"Basking, moving, etc.",64,1,XC Trail,Unkown,-75.16134126,44.5815161
654,Other,American Toad,Jevenile,"Basking, moving, etc.",64,1,XC Trail,Unkown,-75.16052446,44.5821873
655,Other,American Toad,Adult,jumping,64,1,XC Trail,Unknown,-75.1591717,44.58302676
656,Other,American Toad,Adult,jumping,64,1,XC Trail,Unknown,-75.15877499,44.58339203
657,Active,Green Frog,Jevenile,Thermos regulating ,59,2,Facilities Pond,Alive,-75.15767623,44.58605619
658,Active,Unidentified Species,Unkown,"Basking, moving, etc.",59,1,Behind Facilities,Alive,-75.15758713,44.58618758
659,Other,Northern Spring Peeper,Unkown,"Basking, moving, etc.",58,1,XC Trail,Unknown,-75.15877158,44.58297143
660,Active,Northern Spring Peeper,Adult,jumping ,60,1,XC Trail,Alive,-75.15902278,44.58334563
661,Other,American Toad,Adult,moving ,61,1,XC Trail,Alive ,-75.15852373,44.5830896
662,Incidental,Green Frog,Adult,swimming,59,2,Kip Trail,alive,-75.15168007,44.58318602
663,,Green Frog,Unkown,Thermoregulating,61,1,XC Trail,Alive,-75.1585489,44.58302577
664,Other,Wood Frog,Jevenile,moving ,61,1,XC Trail,Alive,-75.15882422,44.58289233
665,Incidental,Northern Leopard Frog,Jevenile,"Basking, moving, etc.",59,2,Kip Trail,Alive,-75.15098421,44.58331055
666,Incidental,Wood Frog,Adult,thermo regulating ,59,1,Kip Trail,Alive,-75.14906178,44.58373879
667,Active,Northern Redback Salamander,Adult,"Basking, moving, etc.",59,1,Kip Trail,Alive,-75.14888869,44.58370932
668,Other,Wood Frog,Jevenile,thermo,57,1,Kip Trail,Alive ,-75.14843761,44.58382447
669,Other,Northern Leopard Frog,Adult,Unknown,55,1,Road,Dead,-75.15645817,44.58297685
670,Active,Green Frog,Adult,swimming,70,2,Saddlemire Trail,alive,-75.1553697,44.59256017
671,Active,Northern Spring Peeper,Adult,jumping,70,1,Saddlemire Trail,alive,-75.1519503,44.59271687
672,Incidental,Bullfrog,Adult,TR,73,1,Little River,Alive,-75.15818706,44.58349669
673,Incidental,Green Frog,Unkown,TR,73,2,Little River,Unknown,-75.15807614,44.5834171
674,Active,Green Frog,Unkown,Thermoregulating,73,1,Little River,Alive,-75.15832976,44.58327794
675,Active,American Toad,Adult,basking,73,1,Little River,Alive,-75.15832292,44.58382465
676,Active,Bullfrog,Adult,Basking,73,2,River,Alive,-75.15828643,44.58406476
677,Active,Green Frog,Jevenile,Basking,72,10,Little River,Alive ,-75.15810262,44.5827994
678,Active,Green Frog,Adult,Swimming ,72,5,Little River,Alive ,-75.15810655,44.58288821
679,Active,Green Frog,Unkown,TR,73,1,Little River,Unknown,-75.15796913,44.58313159
680,Active,Green Frog,Adult,Basking,73,1,Little River,Alive,-75.15838597,44.58382828
681,Active,Bullfrog,Adult,Thermoregulating,72,1,Little River,Unknown,-75.15819336,44.57982281
682,Active,Bullfrog,Unkown,Thermoregulating,73,,Little River,Alive,-75.15808278,44.58309507
683,Active,Bullfrog,Adult,Basking,72,1,Little River,Alive ,-75.15811142,44.5829069
684,Active,Green Frog,Adult,"Basking, moving, etc.",73,2,Little River,Alive,-75.15848031,44.58391487
685,Active,Bullfrog,Unkown,Thermoregulating,73,,Little River,Alive,-75.15804684,44.58305835
686,Active,Green Frog,Adult,"Basking, moving, etc.",73,2,River,Alive,-75.15780862,44.58445457
687,Active,Bullfrog,Jevenile,"Basking, moving, etc.",72,2,Little River,Alive ,-75.15798745,44.58277598
688,Active,Green Frog,Adult,Basking,72,2,Little River,Alive ,-75.15802818,44.58270988
689,Active,Green Frog,Jevenile,thermoregulating,73,2,Little River,Alive,-75.15842021,44.58395733
690,Active,Green Frog,Unkown,Thermoregulating,73,,Little River,Alive,-75.15796809,44.58306454
691,Active,Bullfrog,Jevenile,Basking ,71,2,Bank of Grasse River,Alive ,-75.15754625,44.58466573
692,Active,Green Frog,Adult,Basking,72,4,Little River,Alive ,-75.15801092,44.58278038
693,Active,Green Frog,Adult,basking,73,1,,Alive,-75.15838765,44.58397341
694,Active,Unidentified Species,Unkown,"Basking, moving, etc.",72,4,Little River,Alive ,-75.15804252,44.58286788
695,Active,Reptile,Jevenile,swimming,71,1,River,Alive,-75.15794665,44.58453168
696,Active,Green Frog,Unkown,Thermoregulating,73,5,Little River,Alive,-75.15816347,44.58297491
697,Active,Unidentified Species,Jevenile,"Basking, moving, etc.",73,1,Little River,Alive,-75.15837023,44.58401297
698,Active,Bullfrog,Unkown,Thermoregulating,73,,Little River,Alive,-75.15803034,44.58296609
699,Active,Bullfrog,Adult,Basking,72,2,Little River,Alive ,-75.15808493,44.58279551
700,Active,Green Frog,Unkown,Thermoreulating,73,,Little River,Alive,-75.15813071,44.58307242
701,Active,Bullfrog,Adult,"Basking, moving, etc.",73,1,Little River,Alive,-75.15833434,44.58402577
702,Active,Bullfrog,Jevenile,basking ,71,6,River,Alive,-75.15807162,44.58358533
703,Active,Bullfrog,Adult,sitting on edge of bank ,0,16,Bank of Grasse River,Alive ,-75.15786778,44.58439277
704,Active,Green Frog,Jevenile,"Basking, moving, etc.",73,2,Little River,Alive,-75.15811239,44.58375103
705,Active,Green Frog,Unkown,Thermoregulating,73,,Little River,Alive,-75.15804038,44.58306186
706,Active,Bullfrog,Adult,sitting on bank of river ,73,6,Bank of Grasse River,Alive ,-75.15764052,44.58455768
707,Active,Unidentified Species,Unkown,Unknown,73,1,Little River,Dead,-75.15812417,44.58304017
708,Active,Bullfrog,Jevenile,Sitting on edge of river or hopping away into water ,72,19,Bank of Grasse River,Alive ,-75.15806888,44.58407779
709,Active,Green Frog,Unkown,Thermoregulating,73,,Little River,Alive,-75.15808413,44.58304833
710,Active,Bullfrog,Adult,"Basking,",72,1,Little River,Alive ,-75.15823832,44.58257665
711,Active,Green Frog,Adult,sitting on edge of stream ,72,5,Bank of Grasse River,Alive ,-75.15809653,44.58450268
712,Active,Green Frog,Jevenile,sitting on aquatic vegetation ,73,8,Bank of Grasse River,Alive ,-75.15793773,44.58462326
713,Active,Northern Leopard Frog,Adult,sitting ,54,1,Golf Course,Alive,-75.1651808,44.59235955
714,Active,Green Frog,Jevenile,In water,62,2,Kip Trail,Alive,-75.15174158,44.58313297
715,Active,Northern Leopard Frog,Jevenile,Thermoregulating,62,1,Kip Trail,Alive,-75.15101682,44.58325286
716,Active,Northern Leopard Frog,Jevenile,"Basking, moving, etc.",62,1,Kip Trail,Alive ,-75.15064426,44.5834744
717,Active,Northern Leopard Frog,Jevenile,"Basking, moving, etc.",62,1,Kip Trail,Alive,-75.14955113,44.58404489
718,Active,Northern Leopard Frog,Jevenile,"Basking, moving, etc.",62,1,Kip Trail,Alive,-75.14946958,44.58400701
719,Other,Northern Leopard Frog,Adult,Thermoregulating,75,1,Avenue of the Elms,Alive,-75.1561643,44.59254332
720,Active,Northern Leopard Frog,Adult,Thermoregulating,75,2,Golf Course,Alive,-75.15524925,44.59211559
721,Active,Green Frog,Adult,sitting,0,1,Avenue of the Elms,Alive,-75.1553567,44.59250129
722,Active,Green Frog,Adult,"Basking, moving, etc.",0,,Avenue of the Elms,Alive,-75.15533919,44.59244132
723,Active,Green Frog,Adult,In water,0,,Avenue of the Elms,Alive,-75.15535159,44.59272949
724,Active,Green Frog,Adult,Sitting,0,4,Avenue of the Elms,Alive,-75.15535159,44.59272949
725,Active,Green Frog,Adult,"Basking, moving, etc.",0,2,Golf Course,Alive,-75.15183616,44.59272949
726,Active,Northern Leopard Frog,Adult,"Basking, moving, etc.",0,1,Avenue of the Elms,Alive,-75.15639396,44.59246202
727,Other,Green Frog,Adult,swimming,75,1,Bank of Grasse River,Alive,-75.16621194,44.5832615
728,Other,Green Frog,Adult,thermo,75,1,Bank of Grasse River,Alive,-75.16695963,44.58303252
729,Other,Unidentified Species,Adult,hopping ,75,1,Bank of Grasse River,Alive,-75.16701388,44.58306023
730,Other,American Toad,Metamorph,"Basking, moving, etc.",75,1,XC Trail,Alive ,-75.16548288,44.58236333
731,Active,Bullfrog,Unkown,Thermoregulating,68,1,Saddlemire Trail,Alive,-75.15633998,44.59253276
732,Active,Unidentified Species,Unkown,TR,68,1,Saddlemire Trail,Alive,-75.15596164,44.59251234
733,Active,Bullfrog,Unkown,Thermoregulating,68,,Avenue of the Elms,Alive,-75.15564546,44.59255547
734,Active,Pickeral Frog,Unkown,Thermoregulating,68,1,Golf Course,Alive,-75.15365455,44.5910028
735,Active,Northern Leopard Frog,Unkown,"Basking, moving, etc.",68,,Golf Course,Alive,-75.1534569,44.59086626
736,Active,Pickeral Frog,Unkown,"Basking, moving, etc.",68,1,Golf Course,Alive,-75.15328404,44.59088829
737,Active,Northern Leopard Frog,Unkown,Thermoregulating,68,1,Golf Course,Alive,-75.15314372,44.59089156
738,Active,Bullfrog,Unkown,Thermoregulating,68,1,Golf Course,Alive,-75.15314934,44.59087074
739,Active,Bullfrog,Unkown,Thermoregulating,68,3,Golf Course,Alive,-75.15300634,44.59090774
740,Incidental,American Toad,Adult,moving ,67,1,Chapel,Alive,-75.16369142,44.5912673
741,Active,Green Frog,Adult,swimming ,55,1,Saddlemire Trail,Alive,-75.13998731,44.59061079
742,Active,Pickeral Frog,Adult,Thermoregulating ,55,1,Town Houses,Alive ,-75.15553882,44.5886036
743,Active,Green Frog,Unkown,Thermonregulating,55,1,Golf Course,Alive,-75.15460644,44.59066733
744,Active,Northern Leopard Frog,Jevenile,"Basking, moving, etc.",0,1,Golf Course,Alive,-75.1525232,44.59106245
745,Auditory,Northern Spring Peeper,Unkown,calling,55,1,Saddlemire Trail,Alive,-75.14421741,44.59168389
746,Road,Northern Leopard Frog,Jevenile,dead,55,1,Other,Dead,-75.13915172,44.59251525
747,,Gray Treefrog,Unkown,Thermoregulating,55,,Saddlemire Trail,Alive,-75.14496055,44.59212268
748,Road,Northern Leopard Frog,Adult,dead,55,1,Other,Dead,-75.1397574,44.59286283
749,Road,Pickeral Frog,Jevenile,dead,55,1,Other,Dead,-75.14009154,44.59305398
750,Active,American Toad,Adult,moving,55,1,Avenue of the Elms,Alive,-75.14729968,44.59368599
751,Active,Northern Leopard Frog,Adult,Thermoregulating,55,1,Golf Course,Alive,-75.15417125,44.59074444
752,Active,Bullfrog,Adult,"Basking, moving, etc.",0,1,Facilities Pond,Alive,-75.15934087,44.58618536
753,Active,Wood Frog,Jevenile,hopping,64,1,XC Trail,Alive,-75.16050622,44.58216664
754,Active,Wood Frog,Adult,hopping,64,2,XC Trail,Alive,-75.16089052,44.58195435
755,Other,Northern Spring Peeper,Adult,thermoregulating ,51,1,Town Houses,Alive,-75.1567398,44.58864571
756,Incidental,Gray Treefrog,Unkown,calling,51,1,Golf Course,Alive,-75.15613525,44.59047854
757,Incidental,Gray Treefrog,Unkown,Calling,51,1,Golf Course,Alive,-75.15697274,44.59220621
758,Other,American Toad,Jevenile,thermoregulating ,51,1,Avenue of the Elms,Alive,-75.15778374,44.59233076
759,Other,Unidentified Species,Unkown,jumping into water,58,3,Facilities Pond,Alive,-75.15807388,44.58599403
760,Active,Northern Spring Peeper,Unkown,"Basking, moving, etc.",69,4,Avenue of the Elms,Alive ,-75.15581259,44.59288292
761,Active,Unidentified Species,Unkown,Basking,69,3,Avenue of the Elms,Alive ,-75.15504347,44.59305252
762,Other,American Toad,Metamorph,Hiding in leaf litter ,57,1,XC Trail,Alive ,-75.15908573,44.58322872
763,Other,American Toad,Metamorph,Hiding under litter layer ,57,1,XC Trail,Alive ,-75.15919721,44.58304772
764,Active,Northern Leopard Frog,Adult,"Basking, moving, etc.",62,1,Other,Alive,-75.13818057,44.59059289
765,Active,Northern Leopard Frog,Jevenile,Basking in sun on path,62,1,Other,Alive ,-75.13804908,44.59066501
766,Other,Green Frog,Adult,thermoregulating,64,1,Saddlemire Trail,Alive,-75.14003743,44.59063318
767,Active,Green Frog,Unkown,Swimming,52,1,Golf Course,Alive,-75.15423905,44.59074298
768,Active,Green Frog,Unkown,"Basking, moving, etc.",52,1,Golf Course,Alive,-75.1550549,44.59175397
769,Active,Green Frog,Unkown,Thermoregulating,52,1,Golf Course,Alive,-75.15504233,44.59172971
770,Active,Wood Frog,Adult,hiding,54,1,Kip Trail,Alive,-75.14281453,44.5848539
771,Incidental,Green Frog,Adult,Hiding ,0,1,Facilities Pond,Alive ,-75.15930139,44.58597849
772,Active,Northern Leopard Frog,Adult,Jumping into water,57,1,Saddlemire Trail,Alive,-75.15535744,44.59253367
773,Active,Bullfrog,Adult,swimming,49,1,Avenue of the Elms,Alive,-75.15012179,44.59323598
774,Active,Green Frog,Unkown,Thermoregulating,49,2,Avenue of the Elms,Alive,-75.15011395,44.59333693
775,Active,Unidentified Species,,Jumped into water,49,2,Avenue of the Elms,Alive,-75.15010163,44.59335899
776,Active,Bullfrog,Adult,"Basking, moving, etc.",64,1,Avenue of the Elms,Alive ,-75.15025346,44.59326318